name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
WALL,NA,WALL,PA,ALLEGHENY,NA,NA,Allegheny,1885,1953,TRUE,1,60060,TRUE,68,TRUE,WALL,ALLEGHENY,PA,1190509,Populated Place,Wall,Allegheny,40.3936801,-79.7861577,241,1,40.3936801,-79.7861577,1871-1920,1921-2000
TIMBERLINE,NA,TIMBERLINE,MT,GALLATIN,NA,NA,Gallatin,1885,1898,TRUE,5,161800,TRUE,13,TRUE,TIMBERLINE,GALLATIN,MT,1743816,Post Office,Timberline Post Office (historical),Gallatin,45.66465,-110.8274,1681,1,45.66465,-110.8274,1871-1920,1871-1920
FAYETTEVILLE,NA,FAYETTEVILLE,PA,FRANKLIN,NA,NA,Franklin,1826,NA,TRUE,0,19738,TRUE,NA,TRUE,FAYETTEVILLE,FRANKLIN,PA,2779657,Post Office,Fayetteville Post Office,Franklin,39.9108311,-77.5598959,253,1,39.9108311,-77.5598959,1821-1870,for business
CREGO,NA,CREGO,WA,LEWIS,NA,NA,Lewis,1901,1907,TRUE,6,132788,TRUE,6,TRUE,CREGO,LEWIS,WA,1514892,Populated Place,Crego (historical),Lewis,46.59844,-123.0546,201,1,46.59844,-123.0546,1871-1920,1871-1920
JOSEPHINE,NA,JOSEPHINE,WV,RALEIGH,NA,NA,Raleigh,1946,NA,TRUE,0,91880,TRUE,NA,TRUE,JOSEPHINE,RALEIGH,WV,1742817,Post Office,Josephine Post Office,Raleigh,37.62062,-81.22183,616,1,37.62062,-81.22183,1921-2000,for business
HOWEY IN THE HILLS,NA,HOWEY IN THE HILLS,FL,LAKE,NA,NA,Lake,1928,NA,TRUE,0,27729,TRUE,NA,TRUE,HOWEY IN THE HILLS,LAKE,FL,2449348,Post Office,Howey in the Hills Post Office,Lake,28.712187,-81.7753149,30,1,28.712187,-81.7753149,1921-2000,for business
HEBRON,NA,HEBRON,KY,BOONE,NA,NA,Boone,1858,NA,TRUE,0,88256,TRUE,NA,TRUE,HEBRON,BOONE,KY,2794092,Post Office,Hebron Post Office,Boone,39.0672,-84.69178,274,1,39.0672,-84.69178,1821-1870,for business
CLOVER DEPOT,NA,CLOVER DEPOT,VA,HALIFAX,NA,NA,Halifax,1854,1894,TRUE,5,74977,TRUE,40,TRUE,CLOVER DEPOT,HALIFAX,VA,1464998,Populated Place,Clover Depot,Halifax,36.83264,-78.73334,152,1,36.83264,-78.73334,1821-1870,1871-1920
INTERMEDIATE,NA,INTERMEDIATE,MI,CHARLEVOIX,NA,NA,Charlevoix,1874,1892,TRUE,6,90760,TRUE,18,TRUE,INTERMEDIATE,CHARLEVOIX,MI,2364679,Post Office,Intermediate Post Office (historical),Charlevoix,45.14722,-85.20028,208,1,45.14722,-85.20028,1871-1920,1871-1920
DON LUIS,NA,DON LUIS,AZ,COCHISE,NA,NA,Cochise,1903,1933,TRUE,3,134391,TRUE,30,TRUE,DON LUIS,COCHISE,AZ,4019,Populated Place,Don Luis,Cochise,31.4026,-109.9167,1541,1,31.4026,-109.9167,1871-1920,1921-2000
HURST,NA,HURST,TX,CORYELL,NA,NA,Coryell,1877,1906,TRUE,2,142412,TRUE,29,TRUE,HURST,CORYELL,TX,2034584,Populated Place,Hurst,Coryell,31.66571,-97.69419,304,1,31.66571,-97.69419,1871-1920,1871-1920
SOUTH ROYALSTON,NA,SOUTH ROYALSTON,MA,WORCESTER,NA,NA,Worcester,1837,NA,TRUE,0,54156,TRUE,NA,TRUE,SOUTH ROYALSTON,WORCESTER,MA,609714,Populated Place,South Royalston,Worcester,42.6306423,-72.1473037,261,1,42.6306423,-72.1473037,1821-1870,for business
WINNIE,NA,WINNIE,TX,CHAMBERS,NA,NA,Chambers,1895,NA,TRUE,0,165367,TRUE,NA,TRUE,WINNIE,CHAMBERS,TX,2731342,Post Office,Winnie Post Office,Chambers,29.82281,-94.38467,8,1,29.82281,-94.38467,1871-1920,for business
MOUTH CARD,NA,MOUTH CARD,KY,PIKE,NA,NA,Pike,1874,1894,TRUE,5,100926,TRUE,20,TRUE,MOUTHCARD,PIKE,KY,2793919,Post Office,Mouthcard Post Office,Pike,37.37751,-82.25308,257,0.9,37.37751,-82.25308,1871-1920,1871-1920
WHITING STATION,WHITING,WHITING STATION,VT,ADDISON,NA,NA,Addison,1863,1872,TRUE,7,62469,TRUE,9,TRUE,WHITING,ADDISON,VT,1918277,Post Office,Whiting Post Office,Addison,43.8638641,-73.2002996,119,1,43.8638641,-73.2002996,1821-1870,1871-1920
WILSON,NA,WILSON,MN,WINONA,NA,NA,Winona,1872,1928,TRUE,2,122478,TRUE,56,TRUE,WILSON,WINONA,MN,2051948,Post Office,Wilson Post Office (historical),Winona,43.95996,-91.68459,407,1,43.95996,-91.68459,1871-1920,1921-2000
CEYLON,NA,CEYLON,PA,GREENE,NA,NA,Greene,1868,1917,TRUE,3,9939,TRUE,49,TRUE,CEYLON,GREENE,PA,1171522,Populated Place,Ceylon,Greene,39.8620209,-79.9806118,290,1,39.8620209,-79.9806118,1821-1870,1871-1920
BELLEFONT,NA,BELLEFONT,KS,FORD,NA,NA,Ford,1878,1957,TRUE,1,126704,TRUE,79,TRUE,BELLEFONT,FORD,KS,473745,Populated Place,Bellefont,Ford,37.87252,-99.6579,718,1,37.87252,-99.6579,1871-1920,1921-2000
LOUISVILLE,NA,LOUISVILLE,MS,WINSTON,NA,NA,Winston,1835,NA,TRUE,0,33968,TRUE,NA,TRUE,LOUISVILLE,WINSTON,MS,2768690,Post Office,Louisville Post Office,Winston,33.1238049,-89.0528855,174,1,33.1238049,-89.0528855,1821-1870,for business
UPPER STRASBURG,UPPER STRASBURGH,UPPER STRASBURG(H),PA,FRANKLIN,NA,NA,Franklin,1829,NA,TRUE,0,58930,TRUE,NA,TRUE,UPPER STRASBURG,FRANKLIN,PA,2779629,Post Office,Upper Strasburg Post Office,Franklin,40.0608364,-77.7122853,228,1,40.0608364,-77.7122853,1821-1870,for business
STOCKHOLM DEPOT,NA,STOCKHOLM DEPOT,NY,ST. LAWRENCE,NA,NA,St. Lawrence,1851,1891,TRUE,2,55412,TRUE,40,TRUE,STOCKHOLM DEPOT,ST. LAWRENCE,NY,977291,Populated Place,Stockholm Depot,St. Lawrence,44.7947761,-74.7868595,99,1,44.7947761,-74.7868595,1821-1870,1871-1920
RICH HILL,NA,RICH HILL,MO,BATES,NA,NA,Bates,1871,NA,TRUE,0,48437,TRUE,NA,TRUE,RICH HILL,BATES,MO,2782635,Post Office,Rich Hill Post Office,Bates,38.0970735,-94.3630724,245,1,38.0970735,-94.3630724,1871-1920,for business
BUNNEY,NA,BUNNEY,AR,CRAIGHEAD,NA,NA,Craighead,1919,1954,TRUE,1,7799,TRUE,35,TRUE,BUNNEY,CRAIGHEAD,AR,57471,Populated Place,Bunney,Craighead,35.7225772,-90.3845466,67,1,35.7225772,-90.3845466,1871-1920,1921-2000
HALE'S CORNERS,HALES CORNERS,HALE'S CORNERS,WI,MILWAUKEE,NA,NA,Milwaukee,1854,NA,TRUE,0,86979,TRUE,NA,TRUE,HALES CORNERS,MILWAUKEE,WI,2092678,Post Office,Hales Corners Post Office,Milwaukee,42.94547,-88.04694,242,1,42.94547,-88.04694,1821-1870,for business
WHITEVILLE,NA,WHITEVILLE,AR,BAXTER,NA,NA,Baxter,1858,1879,FALSE,7,62446,TRUE,21,TRUE,WHITEVILLE,BAXTER,AR,69459,Populated Place,Whiteville,Baxter,36.3175677,-92.477939,241,1,36.3175677,-92.477939,1821-1870,1871-1920
HOUSTON,NA,HOUSTON,KS,GRAHAM,NA,NA,Graham,1875,1887,TRUE,6,142113,TRUE,12,TRUE,HOUSTON,GRAHAM,KS,482219,Locale,Houston (historical),Graham,39.56251,-99.80595,693,1,39.56251,-99.80595,1871-1920,1871-1920
JEFFERSON HIGHLAND,NA,JEFFERSON HIGHLAND,NH,COOS,NA,NA,Coos,1881,1939,TRUE,2,29224,TRUE,58,TRUE,JEFFERSON HIGHLAND,COOS,NH,867761,Populated Place,Jefferson Highland,Coos,44.3850608,-71.4220239,419,1,44.3850608,-71.4220239,1871-1920,1921-2000
FISHERSVILLE,NA,FISHERSVILLE,VA,AUGUSTA,NA,NA,Augusta,1833,NA,TRUE,0,82686,TRUE,NA,TRUE,FISHERSVILLE,AUGUSTA,VA,2766205,Post Office,Fishersville Post Office,Augusta,38.10227,-78.97569,420,1,38.10227,-78.97569,1821-1870,for business
GLEN ECHO,NA,GLEN ECHO,MD,MONTGOMERY,NA,NA,Montgomery,1891,NA,FALSE,0,85145,TRUE,NA,TRUE,GLEN ECHO,MONTGOMERY,MD,595526,Post Office,Glen Echo Post Office,Montgomery,38.96966,-77.14193,43,1,38.96966,-77.14193,1871-1920,for business
VAN VLECK,NA,VAN VLECK,TX,MATAGORDA,NA,NA,Matagorda,1901,NA,TRUE,0,163059,TRUE,NA,TRUE,VAN VLECK,MATAGORDA,TX,2731508,Post Office,Van Vleck Post Office,Matagorda,29.01873,-95.88966,14,1,29.01873,-95.88966,1871-1920,for business
BEEHIVE,NA,BEEHIVE,AL,LEE,NA,NA,Lee,1896,1902,TRUE,6,3895,TRUE,6,TRUE,BEEHIVE,LEE,AL,164022,Populated Place,Beehive,Lee,32.5537468,-85.578007,149,1,32.5537468,-85.578007,1871-1920,1871-1920
GRISWOLD,NA,GRISWOLD,NY,CHAUTAUQUA,NA,NA,Chautauqua,1891,1900,TRUE,5,24124,TRUE,9,TRUE,GRISWOLD,CHAUTAUQUA,NY,972574,Populated Place,Griswold,Chautauqua,42.3672804,-79.2297652,437,1,42.3672804,-79.2297652,1871-1920,1871-1920
BROOKLYN,NA,BROOKLYN,MS,TIPPAH,NA,NA,Tippah,1877,1879,TRUE,8,7152,TRUE,2,TRUE,BROOKLYN,TIPPAH,MS,683493,Locale,Brooklyn (historical),Tippah,34.7750943,-88.8667266,166,1,34.7750943,-88.8667266,1871-1920,1871-1920
JUNIATA,NA,JUNIATA,IA,BUENA VISTA,NA,NA,Buena Vista,1900,1907,TRUE,5,92004,TRUE,7,TRUE,JUNIATA,BUENA VISTA,IA,1925733,Post Office,Juniata Post Office (historical),Buena Vista,42.58026,-95.14805,422,1,42.58026,-95.14805,1871-1920,1871-1920
BOULDER,NA,BOULDER,WV,BARBOUR,NA,NA,Barbour,1908,1910,TRUE,6,70067,TRUE,2,TRUE,BOULDER,BARBOUR,WV,1536249,Populated Place,Boulder,Barbour,39.0687098,-80.1034142,420,1,39.0687098,-80.1034142,1871-1920,1871-1920
HOLY CROSS,NA,HOLY CROSS,WI,OZAUKEE,NA,NA,Ozaukee,1866,1904,TRUE,5,89494,TRUE,38,TRUE,HOLY CROSS,OZAUKEE,WI,1566584,Populated Place,Holy Cross,Ozaukee,43.47028,-87.89565,236,1,43.47028,-87.89565,1821-1870,1871-1920
WEST LINCOLN,NA,WEST LINCOLN,VT,ADDISON,NA,NA,Addison,1878,1943,TRUE,2,61594,TRUE,65,TRUE,WEST LINCOLN,ADDISON,VT,1461594,Populated Place,West Lincoln,Addison,44.1189478,-73.0201175,271,1,44.1189478,-73.0201175,1871-1920,1921-2000
WABASH,NA,WABASH,OH,HARRISON,NA,NA,Harrison,1910,1924,TRUE,3,119812,TRUE,14,TRUE,WABASH,HARRISON,OH,1063422,Populated Place,Wabash,Harrison,40.33201,-80.95065,348,1,40.33201,-80.95065,1871-1920,1921-2000
MULBERRY,NA,MULBERRY,TX,FANNIN,NA,NA,Fannin,1886,1904,TRUE,5,150099,TRUE,18,TRUE,MULBERRY,FANNIN,TX,1363439,Populated Place,Mulberry,Fannin,33.72121,-96.28109,167,1,33.72121,-96.28109,1871-1920,1871-1920
BOYLSTON CENTRE,BOYLSTON CENTER,BOYLSTON CENTRE(ER),MA,WORCESTER,NA,NA,Worcester,1850,1960,TRUE,1,6372,TRUE,110,TRUE,BOYLSTON CENTRE,WORCESTER,MA,610835,Populated Place,Boylston Centre,Worcester,42.3528705,-71.7350703,159,1,42.3528705,-71.7350703,1821-1870,1921-2000
WOLF CREEK,NA,WOLF CREEK,OH,MONTGOMERY,NA,NA,Montgomery,1835,1836,TRUE,9,122867,TRUE,1,TRUE,WOLF CREEK,MONTGOMERY,OH,1048030,Church,Wolf Creek Church,Montgomery,39.80978,-84.38578,297,NA,39.80978,-84.38578,1821-1870,1821-1870
SAGINAW,NA,SAGINAW,NC,AVERY,NA,NA,Avery,1899,1914,TRUE,4,111317,TRUE,15,TRUE,SAGINAW,AVERY,NC,1021936,Populated Place,Saginaw,Avery,36.02846,-81.8915,1082,1,36.02846,-81.8915,1871-1920,1871-1920
COYLE,NA,COYLE,WA,JEFFERSON,NA,NA,Jefferson,1908,1928,TRUE,3,132662,TRUE,20,TRUE,COYLE,JEFFERSON,WA,1518239,Populated Place,Coyle,Jefferson,47.69787,-122.8054,43,1,47.69787,-122.8054,1871-1920,1921-2000
GILSTON,NA,GILSTON,NE,DOUGLAS,NA,NA,Douglas,1884,1884,TRUE,9,138744,TRUE,0,TRUE,GELSTON,DOUGLAS,NE,1899364,Post Office,Gelston Post Office,Douglas,41.37166,-96.2678,397,0.8571429,41.37166,-96.2678,1871-1920,1871-1920
PANGUITCH,NA,PANGUITCH,UT,GARFIELD,NA,NA,Garfield,1872,NA,TRUE,0,152731,TRUE,NA,TRUE,PANGUITCH,GARFIELD,UT,1455445,Post Office,Panguitch Post Office,Garfield,37.82361,-112.4381,2021,1,37.82361,-112.4381,1871-1920,for business
MANHEIM,NA,MANHEIM,WV,PRESTON,NA,NA,Preston,1898,1980,FALSE,1,97039,TRUE,82,TRUE,MANHEIM,PRESTON,WV,1551990,Populated Place,Manheim,Preston,39.36037,-79.69089,422,1,39.36037,-79.69089,1871-1920,1921-2000
GREEN HILL,NA,GREEN HILL,TN,WILSON,NA,NA,Wilson,1838,1904,TRUE,4,23719,TRUE,66,TRUE,GREEN HILL,WILSON,TN,1286093,Populated Place,Green Hill,Wilson,36.2228319,-86.5494392,197,1,36.2228319,-86.5494392,1821-1870,1871-1920
HARMONY,NA,HARMONY (2),WI,VERNON,NA,NA,Vernon,1864,1901,FALSE,5,87556,TRUE,37,TRUE,HARMONY,VERNON,WI,1843075,School,Harmony School (historical),Vernon,43.5272,-91.11708,218,1,43.5272,-91.11708,1821-1870,1871-1920
VALLETON,NA,VALLETON,CA,MONTEREY,NA,NA,Monterey,1887,1918,TRUE,3,162958,TRUE,31,TRUE,VALLETON,MONTEREY,CA,1661613,Populated Place,Valleton,Monterey,35.88941,-120.7057,293,1,35.88941,-120.7057,1871-1920,1871-1920
FREESE,NA,FREESE,ID,LATAH,NA,NA,Latah,1899,1907,TRUE,6,137888,TRUE,8,TRUE,FREEZE,LATAH,ID,399482,Populated Place,Freeze,Latah,46.96184,-116.9427,769,0.8333333,46.96184,-116.9427,1871-1920,1871-1920
CROUCH,NA,CROUCH,VA,KING AND QUEEN,NA,NA,King and Queen,1890,1975,TRUE,1,76907,TRUE,85,TRUE,CROUCH,KING AND QUEEN,VA,1495445,Populated Place,Crouch,King and Queen,37.76236,-76.89719,47,1,37.76236,-76.89719,1871-1920,1921-2000
ALDER CREEK,NA,ALDER CREEK,NY,ONEIDA,NA,NA,Oneida,1839,NA,FALSE,0,589,TRUE,NA,TRUE,ALDER CREEK,ONEIDA,NY,2795742,Post Office,Alder Creek Post Office,Oneida,43.4155953,-75.223837,364,1,43.4155953,-75.223837,1821-1870,for business
NORTH SOMERS,NA,NORTH SOMERS,CT,TOLLAND,NA,NA,Tolland,1828,1866,TRUE,6,41492,TRUE,38,TRUE,NORTH SOMERS,TOLLAND,CT,209375,Populated Place,North Somers,Tolland,42.0162071,-72.4481398,65,1,42.0162071,-72.4481398,1821-1870,1821-1870
FALL CREEK,NA,FALL CREEK,MO,TANEY,NA,NA,Taney,NA,1969,TRUE,1,19461,TRUE,NA,TRUE,BULL CREEK,TANEY,MO,1669615,Populated Place,Bull Creek,Taney,36.7150606,-93.2035144,220,0.8,36.7150606,-93.2035144,δ֪,1921-2000
EAGLE CREEK,NA,EAGLE CREEK,WI,BUFFALO,NA,NA,Buffalo,1874,1879,FALSE,8,79712,TRUE,5,TRUE,EAGLE CREEK,BUFFALO,WI,1563518,Populated Place,Eagle Creek,Buffalo,44.31608,-91.77182,233,1,44.31608,-91.77182,1871-1920,1871-1920
FORT SUMNER,NA,FORT SUMNER,NM,DE BACA,NA,NA,DeBaca,1910,NA,TRUE,0,137600,TRUE,NA,TRUE,FORT SUMNER,DE BACA,NM,938259,Post Office,Fort Sumner Post Office,De Baca,34.47257,-104.2444,1232,1,34.47257,-104.2444,1871-1920,for business
ELLIS,NA,ELLIS,OH,MUSKINGUM,NA,NA,Muskingum,1879,1935,TRUE,2,80816,TRUE,56,TRUE,ELLIS,MUSKINGUM,OH,2039670,Post Office,Ellis Post Office (historical),Muskingum,40.0459,-81.98319,227,1,40.0459,-81.98319,1871-1920,1921-2000
FURNACE,NA,FURNACE,CA,INYO,NA,NA,Inyo,1907,1908,TRUE,7,138106,TRUE,1,TRUE,FURNACE,INYO,CA,242552,Populated Place,Furnace (historical),Inyo,36.19107,-116.6642,1451,1,36.19107,-116.6642,1871-1920,1871-1920
CISNE,NA,CISNE,IL,WAYNE,NA,NA,Wayne,1871,NA,TRUE,0,74386,TRUE,NA,TRUE,CISNE,WAYNE,IL,2788560,Post Office,Cisne Post Office,Wayne,38.5143,-88.43496,140,1,38.5143,-88.43496,1871-1920,for business
AZELTA,NA,AZELTA,PA,TIOGA,NA,NA,Tioga,1892,1902,TRUE,5,2490,TRUE,10,TRUE,AZELTA,TIOGA,PA,1203005,Populated Place,Azelta,Tioga,41.8395153,-77.4849823,573,1,41.8395153,-77.4849823,1871-1920,1871-1920
GREENACRES,NA,GREENACRES,WA,SPOKANE,NA,NA,Spokane,1904,NA,TRUE,0,139675,TRUE,NA,TRUE,GREENACRES,SPOKANE,WA,2769181,Post Office,Greenacres Post Office,Spokane,47.66013,-117.1527,623,1,47.66013,-117.1527,1871-1920,for business
CABLE CITY,NA,CABLE CITY,MT,DEER LODGE,NA,NA,Deer Lodge,1868,1882,FALSE,5,129293,TRUE,14,TRUE,CABLE CITY,DEER LODGE,MT,1786370,Post Office,Cable City Post Office,Deer Lodge,46.1952,-113.2092,2008,1,46.1952,-113.2092,1821-1870,1871-1920
NOLAND VALLEY,NA,NOLAND VALLEY,TX,BELL,NA,NA,Bell,1878,1883,TRUE,4,151073,TRUE,5,TRUE,NOLAN VALLEY,BELL,TX,1363958,Populated Place,Nolan Valley,Bell,31.07879,-97.60557,217,0.9230769,31.07879,-97.60557,1871-1920,1871-1920
RICHLAND,NA,RICHLAND,OK,CANADIAN,NA,NA,Canadian,1904,1933,TRUE,2,155914,TRUE,29,TRUE,RICHLAND,CANADIAN,OK,1097194,Populated Place,Richland,Canadian,35.58005,-97.80477,416,1,35.58005,-97.80477,1871-1920,1921-2000
SCHUYLER,NA,SCHUYLER,NE,COLFAX,NA,NA,Colfax,1869,NA,TRUE,0,158031,TRUE,NA,TRUE,SCHUYLER,COLFAX,NE,1881149,Post Office,Schuyler Post Office,Colfax,41.44712,-97.0588,412,1,41.44712,-97.0588,1821-1870,for business
PRALL,NA,PRALL,OH,BROWN,NA,NA,Brown,1891,1907,TRUE,3,107692,TRUE,16,TRUE,PRALL,BROWN,OH,1064948,Populated Place,Prall,Brown,39.12645,-83.97715,282,1,39.12645,-83.97715,1871-1920,1871-1920
PACHECO,NA,PACHECO,CA,CONTRA COSTA,NA,NA,Contra Costa,1859,1913,TRUE,4,152527,TRUE,54,TRUE,PACHECO,CONTRA COSTA,CA,2769451,Post Office,Pacheco Post Office,Contra Costa,37.99604,-122.0765,17,1,37.99604,-122.0765,1821-1870,1871-1920
BURKE,NA,BURKE,VT,CALEDONIA,NA,NA,Caledonia,1811,1935,TRUE,3,7861,TRUE,124,TRUE,BURKE,CALEDONIA,VT,1456660,Populated Place,Burke,Caledonia,44.6225533,-71.9495396,294,1,44.6225533,-71.9495396,1770-1820,1921-2000
GADDYSVILLE,NA,GADDYSVILLE,NC,ROBESON,NA,NA,Robeson,1878,1903,FALSE,5,84178,TRUE,25,TRUE,GADDYSVILLE,ROBESON,NC,985515,Populated Place,Gaddysville,Robeson,34.44877,-79.22337,46,1,34.44877,-79.22337,1871-1920,1871-1920
CONCORD,NA,CONCORD (1),NE,DIXON,NA,NA,Dixon,1858,1859,TRUE,7,132070,TRUE,1,TRUE,CONCORD,DIXON,NE,1884161,Post Office,Concord Post Office,Dixon,42.38304,-96.98843,446,1,42.38304,-96.98843,1821-1870,1821-1870
SAINT ALBANS,NA,SAINT ALBANS (1),ME,SOMERSET,NA,NA,Somerset,1821,1847,TRUE,4,50409,TRUE,26,TRUE,SAINT ALBANS,SOMERSET,ME,574683,Populated Place,Saint Albans,Somerset,44.9100606,-69.4100475,83,1,44.9100606,-69.4100475,1821-1870,1821-1870
WENDENDALE,NA,WENDENDALE,AZ,LA PAZ,NA,NA,La Paz,1905,1909,TRUE,6,164473,TRUE,4,TRUE,WENDENDALE,LA PAZ,AZ,13469,Populated Place,Wendendale,La Paz,33.82253,-113.5416,569,1,33.82253,-113.5416,1871-1920,1871-1920
LAKETOWN,NA,LAKETOWN,MN,CARVER,NA,NA,Carver,1860,1883,TRUE,2,93581,TRUE,23,TRUE,LAKETOWN,CARVER,MN,2094344,Post Office,Laketown Post Office,Carver,44.85925,-93.66212,301,1,44.85925,-93.66212,1821-1870,1871-1920
MADISONVILLE,NA,MADISONVILLE,MO,RALLS,NA,NA,Ralls,1838,1906,TRUE,4,34704,TRUE,68,TRUE,MADISONVILLE,RALLS,MO,741034,Populated Place,Madisonville,Ralls,39.4572644,-91.4965433,209,1,39.4572644,-91.4965433,1821-1870,1871-1920
CLARKRANGE,NA,CLARKRANGE,TN,FENTRESS,NA,NA,Fentress,1885,NA,TRUE,0,11020,TRUE,NA,TRUE,CLARKRANGE,FENTRESS,TN,1650087,Post Office,Clarkrange Post Office,Fentress,36.1856039,-85.0281136,559,1,36.1856039,-85.0281136,1871-1920,for business
MANCHESTER,NA,MANCHESTER,IL,SCOTT,NA,NA,Scott,1832,NA,TRUE,0,96991,TRUE,NA,TRUE,MANCHESTER,SCOTT,IL,1984644,Post Office,Manchester Post Office,Scott,39.54114,-90.33163,208,1,39.54114,-90.33163,1821-1870,for business
WINNER,NA,WINNER,MN,ROSEAU,NA,NA,Roseau,1913,1937,TRUE,2,122661,TRUE,24,TRUE,WINNER,ROSEAU,MN,2107664,Post Office,Winner Post Office (historical),Roseau,48.59778,-95.43972,376,1,48.59778,-95.43972,1871-1920,1921-2000
YOUNGSBURGH,NA,YOUNGSBURGH,PA,CHESTER,NA,NA,Chester,1845,1847,TRUE,7,64094,TRUE,2,TRUE,YOUNGSBURG,CHESTER,PA,1205007,Populated Place,Youngsburg,Chester,39.9501067,-75.8193897,153,0.909090909,39.9501067,-75.8193897,1821-1870,1821-1870
WESTFORK,NA,WESTFORK,TX,ARCHER,NA,NA,Archer,1903,1916,TRUE,4,164619,TRUE,13,TRUE,WEST FORK,ARCHER,TX,1371127,Cemetery,West Fork Cemetery,Archer,33.44888,-98.58226,330,0.875,33.44888,-98.58226,1871-1920,1871-1920
CENTREVILLE,NA,CENTREVILLE,ID,BOISE,NA,NA,Boise,1864,1893,TRUE,3,130536,TRUE,29,TRUE,CENTERVILLE,BOISE,ID,396264,Populated Place,Centerville,Boise,43.91267,-115.8923,1283,0.8181818,43.91267,-115.8923,1821-1870,1871-1920
CLEVELAND,NA,CLEVELAND,NY,OSWEGO,NA,NA,Oswego,1875,NA,TRUE,0,11288,TRUE,NA,TRUE,CLEVELAND,OSWEGO,NY,2713520,Post Office,Cleveland Post Office,Oswego,43.2325693,-75.8835639,121,1,43.2325693,-75.8835639,1871-1920,for business
PILLOWS,NA,PILLOWS,AR,PHILLIPS,NA,NA,Phillips,1878,1881,TRUE,7,45107,TRUE,3,TRUE,PILLOWS,PHILLIPS,AR,78001,Populated Place,Pillows,Phillips,34.546212,-90.7159435,64,1,34.546212,-90.7159435,1871-1920,1871-1920
AIEA,NA,AIEA,HI,HONOLULU,NA,NA,OAHU,1900,NA,TRUE,0,124146,TRUE,NA,TRUE,AIEA,HONOLULU,HI,1946665,Post Office,Aiea Post Office,Honolulu,21.37909,-157.9325,4,1,21.37909,-157.9325,1871-1920,for business
ALDEN,NA,ALDEN,ND,HETTINGER,NA,NA,Hettinger,1906,1917,TRUE,2,124307,TRUE,11,TRUE,ALDEN,HETTINGER,ND,1027665,Cemetery,Alden Cemetery,Hettinger,46.32666,-102.5896,815,1,46.32666,-102.5896,1871-1920,1871-1920
FOUR MILE GROVE,NA,FOUR MILE GROVE,IL,LASALLE,NA,NA,La Salle,1848,1864,TRUE,5,83535,TRUE,16,TRUE,FOUR MILE GROVE,LASALLE,IL,408595,Cemetery,Four Mile Grove Cemetery,LaSalle,41.61932,-89.05137,253,1,41.61932,-89.05137,1821-1870,1821-1870
ASHLET,NA,ASHLET,OH,DELAWARE,NA,NA,Delaware,1851,NA,TRUE,0,66196,TRUE,NA,TRUE,ASHLEY,DELAWARE,OH,1984011,Post Office,Ashley Post Office,Delaware,40.4092329,-82.9544712,300,0.833333333,40.4092329,-82.9544712,1821-1870,for business
LEESVILLE,NA,LEESVILLE,IN,LAWRENCE,NA,NA,Lawrence,1824,1906,TRUE,4,94357,TRUE,82,TRUE,LEESVILLE,LAWRENCE,IN,437744,Populated Place,Leesville,Lawrence,38.84561,-86.28443,208,1,38.84561,-86.28443,1821-1870,1871-1920
WYOMING,NA,WYOMING,NE,OTOE,NA,NA,Otoe,1856,1928,TRUE,3,165769,TRUE,72,TRUE,WYOMING,OTOE,NE,1884191,Post Office,Wyoming Post Office (historical),Otoe,40.73556,-95.91945,338,1,40.73556,-95.91945,1821-1870,1921-2000
ELLIOTT,NA,ELLIOTT,CA,SAN JOAQUIN,NA,NA,San Joaquin,1863,1901,FALSE,6,135708,TRUE,38,TRUE,ELLIOTT,SAN JOAQUIN,CA,1662171,Populated Place,Elliott (historical),San Joaquin,38.23464,-121.1808,28,1,38.23464,-121.1808,1821-1870,1871-1920
LAKESIDE,NA,LAKESIDE,NJ,PASSAIC,NA,NA,Passaic,1892,1925,TRUE,3,31364,TRUE,33,TRUE,LAKESIDE,PASSAIC,NJ,877648,Populated Place,Lakeside,Passaic,41.1817617,-74.3359851,209,1,41.1817617,-74.3359851,1871-1920,1921-2000
NINE POINTS,NA,NINE POINTS,PA,LANCASTER,NA,NA,Lancaster,1847,NA,TRUE,0,40733,TRUE,NA,TRUE,NINE POINTS,LANCASTER,PA,1182468,Populated Place,Nine Points,Lancaster,39.9134375,-76.0452288,219,1,39.9134375,-76.0452288,1821-1870,for business
AUTOMBA,NA,AUTOMBA,MN,CARLTON,NA,NA,Carlton,1914,1954,TRUE,1,66525,TRUE,40,TRUE,AUTOMBA,CARLTON,MN,2074121,Post Office,Automba Post Office (historical),Carlton,46.5208333,-93.0183333,390,1,46.5208333,-93.0183333,1871-1920,1921-2000
YEDDO,NA,YEDDO,IN,FOUNTAIN,NA,NA,Fountain,1881,1964,FALSE,1,123465,TRUE,83,TRUE,YEDDO,FOUNTAIN,IN,446374,Populated Place,Yeddo,Fountain,40.01143,-87.26001,209,1,40.01143,-87.26001,1871-1920,1921-2000
